,LISTID,PRESENTED_WORD,PRESENT_POSITION,HIT,PARTICIPANT_GROUP,MOST_SIM_VAL,MOST_SIM_DIST,AVG_SIM_PREV_2,AVG_CONTRAST_3,PREV_SIM,PRESENT_ZONE,P_ID
854,2,KAPI,6,0,eng,0.36269918,1.0,0.339345065,0.4767021970360049,0.36269918,2,eng4
855,2,TERLİK,7,1,eng,0.46227136,2.0,0.43363471,0.4144116592730068,0.40499806,2,eng4
856,2,SEHPA,8,0,eng,0.5154791,1.0,0.51515645,0.3348741945385827,0.5154791,2,eng4
857,2,KAŞIK,9,1,eng,0.589364,4.0,0.500048835,0.41782247231055414,0.5529075,2,eng4
858,2,KEDİ,10,0,eng,0.5216344,1.0,0.50995347,0.449400830541418,0.5216344,3,eng4
859,2,BÜYÜK,11,0,eng,0.3422365,6.0,0.302246565,0.5168877535063752,0.2836857,3,eng4
860,2,SPOR,12,0,eng,0.40417683,5.0,0.250443735,0.6588964763956839,0.31809774,3,eng4
861,2,ELMA,13,0,eng,0.46791017,4.0,0.26979538000000003,0.503671997902224,0.18898071,3,eng4
862,2,İLAÇ,14,0,eng,0.4146146,7.0,0.29869209,0.48542557257336083,0.34470546,3,eng4
863,2,CÜZDAN,15,0,eng,0.5454403,7.0,0.35479451500000003,0.49024888378664977,0.39676955,3,eng4
864,2,TAŞLIK,16,1,eng,0.56647515,9.0,0.42955581,0.4833338853624217,0.49114892,3,eng4
865,2,KISA,17,0,eng,0.40214,6.0,0.28844452,0.6031108835005623,0.27087817,3,eng4
866,3,ÇİÇEK,1,0,eng,,,,0.5544323261228876,,1,eng4
867,3,KİTAP,2,0,eng,0.333681,1.0,0.333681,0.6042761841817055,0.333681,1,eng4
868,3,SALÇA,3,0,eng,0.3850114,2.0,0.316593845,0.43886862826539685,0.24817629,1,eng4
869,3,YATAK,4,0,eng,0.39775768,1.0,0.32668178999999997,0.5258607676380594,0.39775768,1,eng4
870,3,TOPRAK,5,0,eng,0.3972849,4.0,0.32282542999999997,0.5394214462379964,0.30047488,2,eng4
871,3,KOLA,6,0,eng,0.5345457,3.0,0.333851925,0.4426209351901885,0.31530815,2,eng4
872,3,LAMBA,7,0,eng,0.5125295,4.0,0.37446613,0.413172775056997,0.4365622,2,eng4
873,3,FIRIN,8,0,eng,0.61937714,5.0,0.42439746,0.4227959734273141,0.459179,2,eng4
874,3,KALAS,9,0,eng,0.33548784,3.0,0.28458873,0.5938856418074565,0.2860627,2,eng4
875,3,DOLAP,10,0,eng,0.51395726,2.0,0.36796064,0.3803564008814726,0.22196402,3,eng4
876,3,KÜÇÜK,11,1,eng,0.4708734,10.0,0.390838125,0.4737132544519429,0.38089415,3,eng4
877,3,DÜĞME,12,0,eng,0.66616935,5.0,0.49255326,0.3813414991777325,0.39257216,3,eng4
878,3,KOKU,13,0,eng,0.49111593,10.0,0.42706373,0.4744368283740852,0.46388754,3,eng4
879,3,DUVAR,14,0,eng,0.471445,4.0,0.384960235,0.499373284867048,0.35383967,3,eng4
880,3,HALI,15,1,eng,0.484204,12.0,0.33661581500000004,0.5469820794707165,0.3393043,3,eng4
881,3,PARKUR,16,1,eng,0.4097581,6.0,0.31195028,0.5719636525653508,0.30769196,3,eng4
882,3,ODA,17,1,eng,0.4827052,13.0,0.27712346,0.6271979610862792,0.2963474,3,eng4
883,4,KASA,1,0,eng,,,,0.5722702901426157,,1,eng4
884,4,MEKTUP,2,1,eng,0.25639898,1.0,0.25639898,0.5961041284575624,0.25639898,1,eng4
885,4,DERGİ,3,1,eng,0.34854645,1.0,0.29699015,0.5748226706017564,0.34854645,1,eng4
886,4,MARKET,4,0,eng,0.47207937,3.0,0.30977940000000004,0.4619218036879099,0.3527386,1,eng4
887,4,SULUK,5,0,eng,0.3413419,1.0,0.3052521,0.49057945626865485,0.3413419,2,eng4
888,4,BAHÇE,6,0,eng,0.41458023,1.0,0.393160015,0.4509572737912879,0.41458023,2,eng4
889,4,SIRA,7,0,eng,0.26301676,1.0,0.25246056,0.667916095870705,0.26301676,2,eng4
890,4,KALIP,8,0,eng,0.4077956,3.0,0.28746135500000003,0.48368093771221954,0.27395698,2,eng4
891,4,TERAS,9,1,eng,0.5827601,3.0,0.24348229999999998,0.49991687082423886,0.2917533,2,eng4
892,4,ÇORAP,10,0,eng,0.47379452,2.0,0.42289318,0.49619393788145816,0.37199184,3,eng4
893,4,HARİTA,11,0,eng,0.3343307,3.0,0.23019588,0.5680960749018531,0.16448423,3,eng4
894,4,PARA,12,0,eng,0.42892715,11.0,0.321446775,0.5338221691103459,0.25755575,3,eng4
895,4,SİLGİ,13,0,eng,0.4086417,3.0,0.330728005,0.5027788089680203,0.36562043,3,eng4
896,4,KUTU,14,1,eng,0.4534277,4.0,0.325864675,0.4432128998277436,0.29989988,3,eng4
897,4,TAHTA,15,0,eng,0.50979894,1.0,0.44082487000000004,0.4488812705908516,0.50979894,3,eng4
898,4,ZEMİN,16,0,eng,0.49636292,7.0,0.35275329,0.5301714895385587,0.373964,3,eng4
899,4,HALKA,17,0,eng,0.4055868,15.0,0.33802223,0.5634316008682344,0.35434648,3,eng4
906,1,KÖPEK,1,1,soc,,,,0.5311628375769788,,1,soc3
907,1,PARK,2,1,soc,0.33429617,1.0,0.33429617,0.5814533230555732,0.33429617,1,soc3
908,1,BARDAK,3,1,soc,0.35654488,2.0,0.316093905,0.5293586417483683,0.27564293,1,soc3
909,1,RAKAM,4,0,soc,0.33812043,3.0,0.2776156,0.4956430024824898,0.3213511,1,soc3
910,1,ÇANTA,5,0,soc,0.3936699,4.0,0.340128375,0.5205012208191475,0.28703257,2,soc3
911,1,YAZI,6,0,soc,0.46593082,2.0,0.378776895,0.46152704778213416,0.29162297,2,soc3
912,1,KOLAY,7,1,soc,0.35291243,4.0,0.31772651,0.5719243514060752,0.3252166,2,soc3
913,1,SARI,8,0,soc,0.33464295,5.0,0.270118075,0.5660165030678033,0.274162,2,soc3
914,1,KALEM,9,0,soc,0.4933328,3.0,0.28245236,0.4483811274868532,0.32352942,2,soc3
915,1,EKRAN,10,0,soc,0.27778062,6.0,0.221357895,0.6539616181178036,0.23708813,3,soc3
916,1,KALE,11,0,soc,0.4019536,2.0,0.306997725,0.523434445597307,0.21204185,3,soc3
917,1,AĞAÇ,12,0,soc,0.46766984,9.0,0.273644525,0.4374275094754687,0.31867138,3,soc3
918,1,ÖLÇEK,13,0,soc,0.39440662,9.0,0.356868425,0.501697143356424,0.38344455,3,soc3
919,1,KAĞIT,14,0,soc,0.54864174,2.0,0.450539735,0.4566585405083857,0.35243773,3,soc3
920,1,BİNA,15,0,soc,0.40404665,13.0,0.31099279,0.5222324559768614,0.29269272,3,soc3
921,1,KABLO,16,0,soc,0.4190494,11.0,0.33774264,0.5234478741130977,0.33925238,3,soc3
922,1,BEYİN,17,0,soc,0.4649074,16.0,0.29100695499999996,0.5423031912641235,0.24588041,3,soc3
923,1,ŞİŞE,18,0,soc,0.57344735,15.0,0.38561074500000003,0.5142178703590841,0.36090514,3,soc3
924,2,DEFTER,1,1,soc,,,,0.6334156347180613,,1,soc3
925,2,SPOR,2,1,soc,0.24102236,1.0,0.24102236,0.6629293591996419,0.24102236,1,soc3
926,2,KISA,3,1,soc,0.24604793,2.0,0.2286819,0.5656284707942016,0.21131587,1,soc3
927,2,TOPLU,4,0,soc,0.3854969,1.0,0.33569477,0.4882594852773037,0.3854969,1,soc3
928,2,KAPI,5,0,soc,0.3183804,1.0,0.2721118,0.5668732986470237,0.3183804,2,soc3
929,2,BÜYÜK,6,0,soc,0.40214,3.0,0.31139029500000004,0.49742283392271835,0.32838392,2,soc3
930,2,GRUP,7,0,soc,0.40395597,5.0,0.3196603,0.5670758566166783,0.2918785,2,soc3
931,2,İLAÇ,8,0,soc,0.39090934,7.0,0.351258175,0.47160570699473414,0.33033055,2,soc3
932,2,KEDİ,9,0,soc,0.43674022,4.0,0.30911144,0.46519149587903785,0.40010008,2,soc3
933,2,ELMA,10,0,soc,0.43838486,1.0,0.39154516,0.5196556250581308,0.43838486,3,soc3
934,2,TERLİK,11,0,soc,0.4558914,2.0,0.4127046,0.37957407386361186,0.3695178,3,soc3
935,2,CÜZDAN,12,0,soc,0.5149376,1.0,0.41387854,0.4192880542296378,0.5149376,3,soc3
936,2,TABAK,13,0,soc,0.46227136,2.0,0.42954053000000003,0.4259892193681222,0.3968097,3,soc3
937,2,SEHPA,14,1,soc,0.5454403,2.0,0.50782979,0.28939603575597805,0.47021928,3,soc3
938,2,TAŞLIK,15,1,soc,0.56647515,4.0,0.4980953,0.4158515826074485,0.5061009,3,soc3
939,2,KOLTUK,16,0,soc,0.4808347,2.0,0.358749355,0.5885715998180269,0.23666401,3,soc3
940,2,KAŞIK,17,0,soc,0.589364,4.0,0.41673903,0.46635022971061957,0.2993631,3,soc3
941,3,DÜĞME,1,1,soc,,,,0.5279960885804023,,1,soc3
942,3,DUVAR,2,1,soc,0.4160808,1.0,0.4160808,0.5096439050551991,0.4160808,1,soc3
943,3,ÇİÇEK,3,1,soc,0.35313067,2.0,0.341054395,0.5777301805160799,0.32897812,1,soc3
944,3,ODA,4,1,soc,0.30847427,2.0,0.257917215,0.6009768306923928,0.20736016,1,soc3
945,3,DOLAP,5,0,soc,0.59253436,4.0,0.3899443,0.3593991545144838,0.3933454,2,soc3
946,3,KALAS,6,0,soc,0.33133048,3.0,0.18381744,0.6452131928519095,0.22196402,2,soc3
947,3,FIRIN,7,0,soc,0.51395726,2.0,0.40000998,0.47538983755650144,0.2860627,2,soc3
948,3,KİTAP,8,0,soc,0.43762326,3.0,0.230787625,0.5907124320467267,0.2069913,2,soc3
949,3,KOKU,9,0,soc,0.46388754,8.0,0.37399992,0.4316912444322728,0.29382628,2,soc3
950,3,KOLA,10,1,soc,0.52985805,9.0,0.32286471,0.47301593007754117,0.42278865,3,soc3
951,3,KÜÇÜK,11,0,soc,0.4708734,8.0,0.406358685,0.46726496487028024,0.42247745,3,soc3
952,3,SALÇA,12,0,soc,0.62399864,11.0,0.447941325,0.3308859270580091,0.36133695,3,soc3
953,3,HALI,13,1,soc,0.484204,1.0,0.401851985,0.48956400500085484,0.484204,3,soc3
954,3,TOPRAK,14,0,soc,0.3972849,11.0,0.32781415999999997,0.5487461274477117,0.31045234,3,soc3
955,3,LAMBA,15,0,soc,0.66616935,14.0,0.33068613,0.47383424015648334,0.31237006,3,soc3
956,3,YATAK,16,1,soc,0.4827052,12.0,0.343023075,0.4841588364314262,0.38557127,3,soc3
957,3,PARKUR,17,0,soc,0.4097581,12.0,0.36721972999999997,0.5585850397398718,0.36667022,3,soc3
958,4,TERAS,1,1,soc,,,,0.6347194887729646,,1,soc3
959,4,HARİTA,2,1,soc,0.29590753,1.0,0.29590753,0.6190763577338023,0.29590753,1,soc3
960,4,SULUK,3,0,soc,0.35479915,2.0,0.31327945,0.5243503437075181,0.27175975,1,soc3
961,4,SIRA,4,0,soc,0.24190436,1.0,0.238723405,0.6527916923241064,0.24190436,1,soc3
962,4,MEKTUP,5,0,soc,0.28362563,2.0,0.24957437500000001,0.6263775971455205,0.21552312,2,soc3
963,4,BAHÇE,6,0,soc,0.5827601,5.0,0.249449125,0.4746538227638629,0.23588149,2,soc3
964,4,ÇORAP,7,0,soc,0.37980846,4.0,0.288916815,0.49474957408208997,0.36596137,2,soc3
965,4,ZEMİN,8,0,soc,0.49636292,7.0,0.353144395,0.5030225878035992,0.32511196,2,soc3
966,4,TAHTA,9,0,soc,0.45284566,2.0,0.41340483,0.45507206000047085,0.373964,2,soc3
967,4,KASA,10,0,soc,0.4025754,3.0,0.31010552,0.4614936035726488,0.339705,3,soc3
968,4,HALKA,11,0,soc,0.4055868,6.0,0.30956494,0.5360527287921553,0.2974319,3,soc3
969,4,PARA,12,0,soc,0.42892715,2.0,0.39955504,0.4710696665032982,0.37018293,3,soc3
970,4,MARKET,13,0,soc,0.47207937,3.0,0.35687556,0.4409567362897857,0.38069832,3,soc3
971,4,DERGİ,14,0,soc,0.3527386,1.0,0.31065755,0.5764526382770805,0.3527386,3,soc3
972,4,KUTU,15,0,soc,0.50979894,6.0,0.34581764000000004,0.46568066402937625,0.3613815,3,soc3
973,4,SİLGİ,16,0,soc,0.4086417,9.0,0.31715634000000004,0.5484953492291207,0.29989988,3,soc3
974,4,KALIP,17,1,soc,0.47379452,10.0,0.39244917,0.5562940300746283,0.3502489,3,soc3
981,1,AĞAÇ,1,1,eng,,,,0.5219915677512288,,1,eng3
982,1,ÇANTA,2,0,eng,0.38153842,1.0,0.38153842,0.5620049831123535,0.38153842,1,eng3
983,1,YAZI,3,0,eng,0.35528117,2.0,0.32345207,0.526925637943482,0.29162297,1,eng3
984,1,KALE,4,0,eng,0.31867138,3.0,0.300649825,0.5874366927744019,0.30715865,1,eng3
985,1,EKRAN,5,0,eng,0.25200498,2.0,0.232023415,0.6479468777228579,0.21204185,2,eng3
986,1,KAĞIT,6,0,eng,0.54864174,5.0,0.2527353,0.48148841019053545,0.2243732,2,eng3
987,1,KÖPEK,7,0,eng,0.46202505,6.0,0.31936855,0.513379926019212,0.41663003,2,eng3
988,1,BİNA,8,0,eng,0.36686105,7.0,0.312614025,0.5167090598383755,0.33253533,2,eng3
989,1,RAKAM,9,0,eng,0.46593082,6.0,0.31723041500000004,0.5202123980902515,0.2963404,2,eng3
990,1,PARK,10,0,eng,0.42821342,9.0,0.318963375,0.5407041885721271,0.2338801,3,eng3
991,1,SARI,11,0,eng,0.38170138,5.0,0.25007465,0.5904894582437639,0.2391728,3,eng3
992,1,KALEM,12,0,eng,0.4933328,9.0,0.30386111000000005,0.483519864163206,0.32352942,3,eng3
993,1,ŞİŞE,13,0,eng,0.475014,11.0,0.284518065,0.4749067236493608,0.29204315,3,eng3
994,1,ÖLÇEK,14,1,eng,0.39440662,5.0,0.31482786500000004,0.554084145019265,0.29075453,3,eng3
995,1,KABLO,15,1,eng,0.4190494,13.0,0.347204195,0.5107738514670259,0.28409204,3,eng3
996,1,BARDAK,16,1,eng,0.57344735,3.0,0.314163745,0.41246665532130455,0.33978254,3,eng3
997,1,KOLAY,17,1,eng,0.38691002,11.0,0.324121965,0.5519140893891181,0.35291243,3,eng3
998,1,BEYİN,18,1,eng,0.4649074,11.0,0.33731592499999996,0.6040204148566298,0.2854019,3,eng3
999,2,KISA,1,0,eng,,,,0.6845588958263407,,1,eng3
1000,2,TAŞLIK,2,0,eng,0.27087817,1.0,0.27087817,0.4603519489745981,0.27087817,1,eng3
1001,2,KEDİ,3,0,eng,0.46819958,1.0,0.353103785,0.5878437957134195,0.46819958,1,eng3
1002,2,SPOR,4,0,eng,0.26740217,2.0,0.22509595,0.6037166034493593,0.18278973,1,eng3
1003,2,KAŞIK,5,0,eng,0.53411496,3.0,0.40170800000000007,0.40823858494388077,0.2817816,2,eng3
1004,2,GRUP,6,0,eng,0.40395597,2.0,0.35017333500000003,0.5328772460755715,0.2963907,2,eng3
1005,2,İLAÇ,7,0,eng,0.40010008,4.0,0.35236971,0.5029940698725054,0.33033055,2,eng3
1006,2,SEHPA,8,0,eng,0.5529075,3.0,0.32132219,0.46304346018421816,0.30652258,2,eng3
1007,2,BÜYÜK,9,0,eng,0.40214,8.0,0.3269554,0.5072765538691244,0.281725,2,eng3
1008,2,ELMA,10,0,eng,0.46791017,5.0,0.330189485,0.5177321933930651,0.35061005,3,eng3
1009,2,CÜZDAN,11,1,eng,0.5454403,3.0,0.32105814,0.425111433720331,0.31281948,3,eng3
1010,2,TABAK,12,0,eng,0.589364,7.0,0.39105753499999996,0.46835933455164325,0.3968097,3,eng3
1011,2,DEFTER,13,1,eng,0.43763897,2.0,0.37626276999999997,0.5437830783913276,0.31488657,3,eng3
1012,2,TOPLU,14,1,eng,0.3854969,13.0,0.30436055500000003,0.5756130474660544,0.32276386,3,eng3
1013,2,KOLTUK,15,1,eng,0.4808347,7.0,0.1922039,0.6031694237855371,0.16557239,3,eng3
1014,2,TERLİK,16,0,eng,0.56647515,14.0,0.32930852499999996,0.5002045505123534,0.31538105,3,eng3
1015,2,KAPI,17,1,eng,0.5148338,9.0,0.37995316,0.5100557226377567,0.40499806,3,eng3
1016,3,YATAK,1,0,eng,,,,0.5304605119672774,,1,eng3
1017,3,DÜĞME,2,0,eng,0.39755028,1.0,0.39755028,0.4191384528778075,0.39755028,1,eng3
1018,3,ÇİÇEK,3,1,eng,0.35313067,1.0,0.32577087,0.55657998568219,0.35313067,1,eng3
1019,3,DOLAP,4,1,eng,0.59253436,2.0,0.48953878,0.39126918960119106,0.3865432,1,eng3
1020,3,HALI,5,1,eng,0.41348156,1.0,0.36187416,0.4779228435197588,0.41348156,2,eng3
1021,3,SALÇA,6,0,eng,0.62399864,4.0,0.490241485,0.3944367046611281,0.484204,2,eng3
1022,3,KALAS,7,0,eng,0.33133048,4.0,0.30940321000000004,0.5834924424331318,0.32629427,2,eng3
1023,3,TOPRAK,8,0,eng,0.3972849,5.0,0.33792929,0.5455848482822824,0.3306826,2,eng3
1024,3,PARKUR,9,0,eng,0.4097581,5.0,0.27488767,0.5552721368904368,0.24761248,2,eng3
1025,3,KİTAP,10,0,eng,0.43762326,6.0,0.30970019000000004,0.5654553973008505,0.33112192,3,eng3
1026,3,DUVAR,11,0,eng,0.471445,7.0,0.32520254000000004,0.5030431918626841,0.33419648,3,eng3
1027,3,KOKU,12,0,eng,0.49111593,6.0,0.32383297499999997,0.5036122307737435,0.35383967,3,eng3
1028,3,KOLA,13,0,eng,0.5345457,7.0,0.37679225,0.5267530065951875,0.42278865,3,eng3
1029,3,ODA,14,1,eng,0.4827052,13.0,0.23924668500000001,0.5904633468814288,0.19857527,3,eng3
1030,3,KÜÇÜK,15,1,eng,0.4708734,12.0,0.375877625,0.48584011125449444,0.3292778,3,eng3
1031,3,FIRIN,16,1,eng,0.61937714,10.0,0.32870473499999997,0.501465501203259,0.3637446,3,eng3
1032,3,LAMBA,17,1,eng,0.66616935,15.0,0.38736176,0.5331971702006182,0.459179,3,eng3
1033,4,SIRA,1,0,eng,,,,0.6857798493992524,,1,eng3
1034,4,PARA,2,0,eng,0.2889587,1.0,0.2889587,0.5493472200866605,0.2889587,1,eng3
1035,4,ÇORAP,3,0,eng,0.3853378,1.0,0.29229142,0.5008892723689016,0.3853378,1,eng3
1036,4,TERAS,4,0,eng,0.37199184,1.0,0.32196164000000005,0.5498657498305501,0.37199184,1,eng3
1037,4,TAHTA,5,0,eng,0.45284566,2.0,0.397911815,0.47718586731433865,0.34297797,2,eng3
1038,4,DERGİ,6,1,eng,0.2931569,1.0,0.280811865,0.5943841168401334,0.2931569,2,eng3
1039,4,MARKET,7,0,eng,0.45019683,2.0,0.401467715,0.3989069112995125,0.3527386,2,eng3
1040,4,KASA,8,0,eng,0.47207937,1.0,0.35875661000000003,0.5300157764088185,0.47207937,2,eng3
1041,4,SİLGİ,9,0,eng,0.4086417,6.0,0.32169491,0.4836684066920468,0.3432377,2,eng3
1042,4,BAHÇE,10,0,eng,0.5827601,6.0,0.310415935,0.5382386025459136,0.3559496,3,eng3
1043,4,MEKTUP,11,0,eng,0.35096163,2.0,0.29342156,0.5875141110816364,0.23588149,3,eng3
1044,4,HARİTA,12,0,eng,0.32452616,7.0,0.23925472,0.5413261224348229,0.22204159,3,eng3
1045,4,ZEMİN,13,0,eng,0.49636292,9.0,0.32807663,0.45937517825919416,0.3690449,3,eng3
1046,4,KUTU,14,1,eng,0.50979894,9.0,0.35780877,0.4511788860067,0.33154258,3,eng3
1047,4,SULUK,15,1,eng,0.41458023,5.0,0.36888124,0.5197064617523214,0.35497633,3,eng3
1048,4,KALIP,16,1,eng,0.47379452,13.0,0.42122252,0.4683361989868665,0.4077956,3,eng3
1049,4,HALKA,17,1,eng,0.4055868,6.0,0.249256555,0.63333013804661,0.26413625,3,eng3
1056,1,YAZI,1,1,eng,,,,0.5232612243459323,,1,eng25
1057,1,KALE,2,0,eng,0.30715865,1.0,0.30715865,0.5834189173420072,0.30715865,1,eng25
1058,1,EKRAN,3,1,eng,0.25200498,2.0,0.232023415,0.6636593834713334,0.21204185,1,eng25
1059,1,KALEM,4,0,eng,0.4933328,3.0,0.319520865,0.43340123038721035,0.23708813,1,eng25
1060,1,KÖPEK,5,1,eng,0.3546656,1.0,0.288386335,0.5352464425578445,0.3546656,2,eng25
1061,1,BEYİN,6,0,eng,0.4649074,1.0,0.41393485,0.4688952195970849,0.4649074,2,eng25
1062,1,ÖLÇEK,7,0,eng,0.37640342,6.0,0.266357415,0.5750069825866617,0.32061154,2,eng25
1063,1,BİNA,8,0,eng,0.3361335,2.0,0.33271318,0.48461599762559393,0.32929286,2,eng25
1064,1,ÇANTA,9,0,eng,0.3936699,4.0,0.275453805,0.5015036497439052,0.3088793,2,eng25
1065,1,MASA,10,0,eng,0.3991087,4.0,0.36858587,0.5292915747138762,0.39751527,3,eng25
1066,1,PARK,11,0,eng,0.40404665,3.0,0.33180155,0.5011225222450799,0.31998503,3,eng25
1067,1,AĞAÇ,12,0,eng,0.46202505,7.0,0.37533949499999997,0.4430816674584078,0.42821342,3,eng25
1068,1,KOLAY,13,0,eng,0.32609946,6.0,0.244130285,0.6049090751706498,0.28919542,3,eng25
1069,1,ŞİŞE,14,0,eng,0.475014,5.0,0.3528474,0.5079683731963589,0.26232973,3,eng25
1070,1,SARI,15,0,eng,0.35213766,13.0,0.27557749,0.5700338737400099,0.27699298,3,eng25
1071,1,KAĞIT,16,0,eng,0.54864174,4.0,0.405045615,0.3832326653007444,0.38170138,3,eng25
1072,1,RAKAM,17,0,eng,0.46593082,16.0,0.343383675,0.5826076269285718,0.42579085,3,eng25
1073,1,BARDAK,18,0,eng,0.57344735,4.0,0.40522904000000004,0.49616330198434766,0.3213511,3,eng25
1074,2,KISA,1,0,eng,,,,0.5580323735984898,,1,eng25
1075,2,ELMA,2,0,eng,0.2578248,1.0,0.2578248,0.6296825606114385,0.2578248,1,eng25
1076,2,BÜYÜK,3,0,eng,0.40214,2.0,0.376375025,0.4932070466136581,0.35061005,1,eng25
1077,2,GRUP,4,0,eng,0.3189331,3.0,0.24044966499999998,0.5801585738890153,0.2918785,1,eng25
1078,2,SEHPA,5,0,eng,0.3361218,1.0,0.3089234,0.4054939715047069,0.3361218,2,eng25
1079,2,DEFTER,6,0,eng,0.39367822,1.0,0.34437923000000004,0.5333191604206099,0.39367822,2,eng25
1080,2,KAŞIK,7,0,eng,0.5529075,2.0,0.45699144999999997,0.42344079880103613,0.3610754,2,eng25
1081,2,KOLTUK,8,0,eng,0.4808347,3.0,0.259099255,0.5950224694317047,0.2993631,2,eng25
1082,2,TOPLU,9,0,eng,0.3854969,8.0,0.237128645,0.5906158983052905,0.16557239,2,eng25
1083,2,KEDİ,10,0,eng,0.5216344,3.0,0.30981709999999996,0.4066382849287101,0.3067139,3,eng25
1084,2,TABAK,11,0,eng,0.589364,4.0,0.33407076,0.44373033318779687,0.38218427,3,eng25
1085,2,TERLİK,12,1,eng,0.5154791,7.0,0.45908138,0.38874736197771464,0.46227136,3,eng25
1086,2,ŞİŞE,13,1,eng,0.48971486,6.0,0.41720374000000005,0.4574119369645484,0.38994074,3,eng25
1087,2,İLAÇ,14,0,eng,0.4146146,2.0,0.401825015,0.5020902163708223,0.38903543,3,eng25
1088,2,CÜZDAN,15,1,eng,0.5454403,10.0,0.4107036,0.4086036486165632,0.39676955,3,eng25
1089,2,SPOR,16,0,eng,0.40417683,4.0,0.26280488,0.6934309547113504,0.27293104,3,eng25
1090,2,KAPI,17,0,eng,0.5148338,12.0,0.32741822,0.6063240412268811,0.20968714,3,eng25
1091,3,DUVAR,1,1,eng,,,,0.5365031083435687,,1,eng25
1092,3,ODA,2,1,eng,0.30847427,1.0,0.30847427,0.6329774362528295,0.30847427,1,eng25
1093,3,PARKUR,3,0,eng,0.3162086,2.0,0.306278,0.55851311633422,0.2963474,1,eng25
1094,3,CAM,4,0,eng,0.3851619,3.0,0.25526481,0.5619020217813893,0.27087474,1,eng25
1095,3,DÜĞME,5,0,eng,0.42991534,1.0,0.388751595,0.4686607987732805,0.42991534,2,eng25
1096,3,KİTAP,6,1,eng,0.3477716,4.0,0.266389085,0.5886174634157043,0.31637713,2,eng25
1097,3,YATAK,7,0,eng,0.4827052,5.0,0.32657809,0.49859756644886033,0.2556059,2,eng25
1098,3,TOPRAK,8,1,eng,0.3178378,7.0,0.29437667,0.519928792747299,0.30047488,2,eng25
1099,3,HALI,9,0,eng,0.41179383,4.0,0.354145005,0.4914769540243543,0.31045234,2,eng25
1100,3,ÇİÇEK,10,0,eng,0.3972849,2.0,0.35377583,0.4815726696743311,0.31026676,3,eng25
1101,3,KOKU,11,0,eng,0.46388754,6.0,0.36797706500000005,0.44711978226950533,0.4020268,3,eng25
1102,3,KALAS,12,0,eng,0.33133048,2.0,0.299128755,0.5710834577277041,0.26692703,3,eng25
1103,3,DOLAP,13,0,eng,0.59253436,8.0,0.32096016,0.4200190033753781,0.22196402,3,eng25
1104,3,FIRIN,14,0,eng,0.51395726,1.0,0.40000998,0.37239281642346134,0.51395726,3,eng25
1105,3,KÜÇÜK,15,0,eng,0.4708734,5.0,0.372319375,0.5096539185248272,0.3637446,3,eng25
1106,3,SALÇA,16,0,eng,0.62399864,11.0,0.490357045,0.33185149374269796,0.36133695,3,eng25
1107,3,LAMBA,17,1,eng,0.66616935,12.0,0.41403701,0.4764069755960104,0.5125295,3,eng25
1108,4,HARİTA,1,1,eng,,,,0.6057101173522651,,1,eng25
1109,4,FIRIN,2,0,eng,0.2970813,1.0,0.2970813,0.5211044525297442,0.2970813,1,eng25
1110,4,TAHTA,3,0,eng,0.43239775,1.0,0.378461955,0.46930387131202567,0.43239775,1,eng25
1111,4,DERGİ,4,0,eng,0.2931569,1.0,0.27069789,0.6256109527240599,0.2931569,1,eng25
1112,4,KALIP,5,0,eng,0.35546896,3.0,0.286452685,0.5086675750170561,0.2301935,2,eng25
1113,4,HALKA,6,0,eng,0.32169798,3.0,0.23309891500000002,0.5299760698013877,0.26413625,2,eng25
1114,4,SIRA,7,0,eng,0.31013894,1.0,0.29204796,0.6167009812378039,0.31013894,2,eng25
1115,4,ÇORAP,8,0,eng,0.47379452,3.0,0.257208335,0.49858069561146945,0.19924504,2,eng25
1116,4,MEKTUP,9,1,eng,0.4055868,3.0,0.21369769,0.5859248957296395,0.21187226,2,eng25
1117,4,KASA,10,0,eng,0.4025754,2.0,0.32948719000000004,0.5420160063996402,0.25639898,3,eng25
1118,4,ZEMİN,11,0,eng,0.4053062,6.0,0.28380720000000004,0.515179055515423,0.28050604,3,eng25
1119,4,BAHÇE,12,0,eng,0.42791113,9.0,0.32302955,0.5255732792276612,0.38117683,3,eng25
1120,4,KUTU,13,0,eng,0.50979894,10.0,0.33204071,0.5327289306612149,0.33253884,3,eng25
1121,4,MARKET,14,0,eng,0.47207937,4.0,0.35099679,0.46235234596262875,0.33025378,3,eng25
1122,4,SİLGİ,15,1,eng,0.4086417,7.0,0.300026,0.5194311405008861,0.30015212,3,eng25
1123,4,TERAS,16,0,eng,0.5827601,4.0,0.36323096,0.5638715523997516,0.33391768,3,eng25
1124,4,PARA,17,1,eng,0.42892715,7.0,0.318775935,0.5612403603942357,0.27193144,3,eng25
1131,1,ÖLÇEK,1,1,eng,,,,0.588355547579321,,1,eng24
1132,1,RAKAM,2,1,eng,0.39440662,1.0,0.39440662,0.46084779935454945,0.39440662,1,eng24
1133,1,BARDAK,3,1,eng,0.3213511,1.0,0.304948025,0.4507992953038522,0.3213511,1,eng24
1134,1,ÇANTA,4,0,eng,0.39322418,1.0,0.340128375,0.4853323009243251,0.39322418,1,eng24
1135,1,YAZI,5,0,eng,0.46593082,3.0,0.28727576499999996,0.5560416058174813,0.29162297,2,eng24
