,LISTID,PRESENTED_WORD,PRESENT_POSITION,HIT,PARTICIPANT_GROUP,MOST_SIM_VAL,MOST_SIM_DIST,AVG_SIM_PREV_2,AVG_CONTRAST_3,PREV_SIM,PRESENT_ZONE,P_ID
57,3,FIRIN,17,1,soc,0.61937714,7.0,0.474094805,0.43547418645983715,0.45417356,3,soc9
58,4,TAHTA,1,1,soc,,,,0.521113810637742,,1,soc9
59,4,MARKET,2,0,soc,0.45019683,1.0,0.45019683,0.4497786410762453,0.45019683,1,soc9
60,4,MEKTUP,3,0,soc,0.3148368,2.0,0.29082850000000005,0.5873291107292357,0.2668202,1,soc9
61,4,KASA,4,0,soc,0.47207937,2.0,0.364239175,0.4889472628968089,0.25639898,1,soc9
62,4,HARİTA,5,0,soc,0.32452616,4.0,0.23722393,0.590717069347293,0.25240627,2,soc9
63,4,DERGİ,6,0,soc,0.3527386,4.0,0.252987095,0.5951993489350381,0.26054034,2,soc9
64,4,PARA,7,0,soc,0.42892715,3.0,0.26306612500000004,0.5018993754006924,0.2685765,2,soc9
65,4,ZEMİN,8,0,soc,0.37907192,6.0,0.28265299,0.47795507198442366,0.27939373,2,soc9
66,4,HALKA,9,0,soc,0.4055868,6.0,0.362264705,0.5272069360448886,0.35434648,2,soc9
67,4,TERAS,10,0,soc,0.49636292,2.0,0.39024402,0.5143794606988387,0.28412512,3,soc9
68,4,SIRA,11,0,soc,0.31013894,2.0,0.25267512,0.6468964247858051,0.1952113,3,soc9
69,4,FIRIN,12,0,soc,0.43239775,11.0,0.298023235,0.5158529706442068,0.2109816,3,soc9
70,4,KUTU,13,0,soc,0.50979894,12.0,0.292942115,0.5123442784575349,0.3618986,3,soc9
71,4,BAHÇE,14,0,soc,0.5827601,4.0,0.35938166,0.511394221494268,0.33253884,3,soc9
72,4,SİLGİ,15,0,soc,0.3718508,14.0,0.32792474,0.5098486367369045,0.3559496,3,soc9
73,4,KALIP,16,0,soc,0.43464944,3.0,0.32560731499999995,0.4656613685185754,0.3502489,3,soc9
74,4,ÇORAP,17,1,soc,0.47379452,1.0,0.44121811,0.4428875371962301,0.47379452,3,soc9
81,1,RAKAM,1,1,eng,,,,0.5534936933283258,,1,eng9
82,1,KOLAY,2,0,eng,0.32357016,1.0,0.32357016,0.5919767123436682,0.32357016,1,eng9
83,1,KALEM,3,0,eng,0.3962175,2.0,0.3187964,0.4858979661725401,0.2413753,1,eng9
