ListID,Presented Word,Present Position,Recalled Word,Recall Position,Reaction Time,Hit,Participant ID,Participant Group
1,KÖPEK,16,KÖPEK,1.0,2.546038200001931,1,6,eng
1,SARI,17,SARI,2.0,0.7794086000067182,1,6,eng
1,KALE,18,KALE,3.0,0.7397693999955663,1,6,eng
2,TOPLU,1,,,,0,6,eng
2,İLAÇ,2,,,,0,6,eng
2,KEDİ,3,,,,0,6,eng
2,TAŞLIK,4,,,,0,6,eng
2,DEFTER,5,,,,0,6,eng
2,KAPI,6,,,,0,6,eng
2,TERLİK,7,,,,0,6,eng
2,CÜZDAN,8,,,,0,6,eng
2,ELMA,9,,,,0,6,eng
2,TABAK,10,,,,0,6,eng
2,KOLTUK,11,KOLTUK,1.0,1.479140199997346,1,6,eng
2,KAŞIK,12,KAŞIK,2.0,1.170296700001927,1,6,eng
2,GRUP,13,,,,0,6,eng
2,KISA,14,,,,0,6,eng
2,BÜYÜK,15,BÜYÜK,4.0,1.318775799998548,1,6,eng
2,SEHPA,16,SEHPA,3.0,2.6831301000056555,1,6,eng
2,SPOR,17,,,,0,6,eng
3,DÜĞME,1,,,,0,6,eng
3,YATAK,2,,,,0,6,eng
3,KİTAP,3,,,,0,6,eng
3,KÜÇÜK,4,,,,0,6,eng
3,SALÇA,5,,,,0,6,eng
3,KALAS,6,,,,0,6,eng
3,FIRIN,7,,,,0,6,eng
3,HALI,8,HALI,5.0,0.957967299997108,1,6,eng
3,KOKU,9,,,,0,6,eng
3,LAMBA,10,,,,0,6,eng
3,TOPRAK,11,TOPRAK,7.0,1.247042999995756,1,6,eng
3,ÇİÇEK,12,ÇİÇEK,6.0,1.750640199999907,1,6,eng
3,ODA,13,ODA,2.0,0.6709295000036946,1,6,eng
3,PARKUR,14,,,,0,6,eng
3,DOLAP,15,,,,0,6,eng
3,DUVAR,16,DUVAR,3.0,0.9388519000058296,1,6,eng
3,KOLA,17,KOLA,1.0,2.5324175999994623,1,6,eng
4,ÇORAP,1,,,,0,6,eng
4,TERAS,2,,,,0,6,eng
4,TAHTA,3,TAHTA,5.0,7.304765599998063,2,6,eng
4,DERGİ,4,,,,0,6,eng
4,PARA,5,,,,0,6,eng
4,MARKET,6,,,,0,6,eng
4,SULUK,7,,,,0,6,eng
4,BAHÇE,8,BAHÇE,3.0,1.1215849999862255,1,6,eng
4,KALIP,9,,,,0,6,eng
4,SİLGİ,10,,,,0,6,eng
4,SIRA,11,,,,0,6,eng
4,ZEMİN,12,,,,0,6,eng
4,KUTU,13,,,,0,6,eng
4,HALKA,14,,,,0,6,eng
4,HARİTA,15,,,,0,6,eng
4,KASA,16,KASA,1.0,1.18938860000344,1,6,eng
4,MEKTUP,17,MEKTUP,2.0,1.2519877999875462,1,6,eng
0,MASA,1,masa,1.0,7.1198459999995976,1,5,soc
0,CAM,2,cam,2.0,7.1198459999995976,1,5,soc
0,SU,3,su,3.0,7.1198459999995976,1,5,soc
0,İYİLİK,4,iyilik,4.0,7.1198459999995976,1,5,soc
0,TÜTÜN,5,,,,0,5,soc
0,KELİME,6,kelime,5.0,7.1198459999995976,1,5,soc
1,BİNA,1,,,,0,5,soc
1,BEYİN,2,beyin,5.0,2.222555199999988,1,5,soc
1,BARDAK,3,bardak,6.0,2.1656026999999085,1,5,soc
1,KÖPEK,4,köpek,3.0,1.179813899999317,1,5,soc
1,KALEM,5,,,,0,5,soc
1,ÇANTA,6,,,,0,5,soc
1,ÖLÇEK,7,,,,0,5,soc
1,YAZI,8,,,,0,5,soc
1,KABLO,9,,,,0,5,soc
1,SARI,10,,,,0,5,soc
1,ŞİŞE,11,şişe,7.0,1.5372416999998677,1,5,soc
1,RAKAM,12,,,,0,5,soc
1,PARK,13,,,,0,5,soc
1,KAĞIT,14,,,,0,5,soc
1,KOLAY,15,kolay,4.0,1.6139070999997784,1,5,soc
1,EKRAN,16,,,,0,5,soc
1,KALE,17,kale,2.0,1.4354808999996749,1,5,soc
1,AĞAÇ,18,ağaç,1.0,3.737978000000112,1,5,soc
2,İLAÇ,1,,,,0,5,soc
2,TERLİK,2,,,,0,5,soc
2,KAPI,3,kapı,6.0,6.115023600000313,2,5,soc
2,KOLTUK,4,koltuk,11.0,2.747925500000747,2,5,soc
2,TOPLU,5,,,,0,5,soc
2,DEFTER,6,,,,0,5,soc
2,KEDİ,7,,,,0,5,soc
2,SPOR,8,,,,0,5,soc
2,BÜYÜK,9,,,,0,5,soc
2,TAŞLIK,10,,,,0,5,soc
2,KISA,11,,,,0,5,soc
2,KAŞIK,12,,,,0,5,soc
2,SEHPA,13,sehpa,1.0,2.336385900000096,1,5,soc
2,ELMA,14,elma,2.0,1.4030417999993006,1,5,soc
2,GRUP,15,grup,5.0,31.134659499999543,1,5,soc
2,TABAK,16,,,,0,5,soc
2,CÜZDAN,17,,,,0,5,soc
3,LAMBA,1,lamba,2.0,1.8407824999994773,1,5,soc
3,KÜÇÜK,2,küçük,1.0,3.524742399999923,1,5,soc
3,PARKUR,3,parkur,3.0,1.857677099999819,1,5,soc
3,KOKU,4,koku,4.0,1.3693891000002625,1,5,soc
3,KALAS,5,,,,0,5,soc
3,KOLA,6,kola,10.0,6.331980899999508,2,5,soc
3,ÇİÇEK,7,,,,0,5,soc
3,ODA,8,,,,0,5,soc
3,KİTAP,9,,,,0,5,soc
3,YATAK,10,,,,0,5,soc
3,SALÇA,11,,,,0,5,soc
3,TOPRAK,12,,,,0,5,soc
3,DOLAP,13,dolap,8.0,20.30963350000001,1,5,soc
3,HALI,14,,,,0,5,soc
3,FIRIN,15,,,,0,5,soc
3,DUVAR,16,,,,0,5,soc
3,DÜĞME,17,düğme,5.0,9.445615999999973,1,5,soc
4,MARKET,1,market,1.0,1.731837700000142,1,5,soc
4,KUTU,2,kutu,3.0,1.3403074999996534,1,5,soc
4,TERAS,3,teras,4.0,1.191273999999794,1,5,soc
4,SİLGİ,4,silgi,5.0,2.3419506000000183,1,5,soc
4,KALIP,5,,,,0,5,soc
4,KASA,6,kasa,9.0,4.937026700000388,1,5,soc
4,ÇORAP,7,,,,0,5,soc
4,DERGİ,8,,,,0,5,soc
4,HALKA,9,,,,0,5,soc
4,PARA,10,para,2.0,1.6963901000008264,1,5,soc
4,BAHÇE,11,,,,0,5,soc
4,SIRA,12,,,,0,5,soc
4,MEKTUP,13,,,,0,5,soc
4,SULUK,14,,,,0,5,soc
4,ZEMİN,15,zemin,7.0,1.9839460000002875,1,5,soc
4,TAHTA,16,,,,0,5,soc
4,HARİTA,17,harita,6.0,1.865269200000512,1,5,soc
0,MASA,1,Masa,1.0,1.9287632999476043,1,5,eng
0,CAM,2,Cam,2.0,3.520744699984789,1,5,eng
0,SU,3,,,,0,5,eng
0,İYİLİK,4,İyilik,4.0,1.803736299974844,1,5,eng
0,TÜTÜN,5,Tütün,3.0,1.7277318999404088,1,5,eng
0,KELİME,6,Kelime,5.0,1.440033399965614,1,5,eng
1,KABLO,1,Kablo,2.0,1.373725299956277,1,5,eng
1,BARDAK,2,Bardak,6.0,4.063239900046028,1,5,eng
1,KALEM,3,Kalem,3.0,1.3097062999149784,1,5,eng
1,ÖLÇEK,4,,,,0,5,eng
1,SARI,5,Sarı,4.0,1.232903299969621,1,5,eng
1,YAZI,6,,,,0,5,eng
1,PARK,7,Park,5.0,1.221588299958967,1,5,eng
1,AĞAÇ,8,,,,0,5,eng
1,KALE,9,,,,0,5,eng
1,ŞİŞE,10,,,,0,5,eng
1,EKRAN,11,Ekran,7.0,1.4974207000341266,1,5,eng
1,RAKAM,12,,,,0,5,eng
1,ÇANTA,13,Çanta,8.0,3.890879499958828,1,5,eng
1,KOLAY,14,,,,0,5,eng
1,BEYİN,15,Beyin,11.0,1.3590520999860018,1,5,eng
1,KAĞIT,16,Kağıt,10.0,1.6777841000584883,1,5,eng
1,BİNA,17,Bina,9.0,4.05048150010407,1,5,eng
1,KÖPEK,18,Köpek,1.0,16.485391800059006,1,5,eng
2,SPOR,1,Spor,6.0,1.158437900012359,1,5,eng
2,DEFTER,2,Defter,7.0,1.622723300009966,1,5,eng
2,SEHPA,3,Sehpa,8.0,1.6659103999845684,1,5,eng
2,TABAK,4,,,,0,5,eng
2,KAPI,5,,,,0,5,eng
2,ELMA,6,,,,0,5,eng
2,KOLTUK,7,Koltuk,9.0,1.879047899972648,1,5,eng
2,TAŞLIK,8,Taşlık,3.0,1.3967551999958232,1,5,eng
2,KISA,9,,,,0,5,eng
2,KAŞIK,10,,,,0,5,eng
2,BÜYÜK,11,Büyük,5.0,1.2401727000251412,1,5,eng
2,TERLİK,12,,,,0,5,eng
2,GRUP,13,Grup,2.0,1.440655400045216,1,5,eng
2,İLAÇ,14,,,,0,5,eng
2,TOPLU,15,Toplu,1.0,1.913428399944678,1,5,eng
2,CÜZDAN,16,,,,0,5,eng
2,KEDİ,17,Kedi,4.0,1.1406340000685304,1,5,eng
3,TOPRAK,1,Toprak,6.0,1.1252277999883518,1,5,eng
3,KÜÇÜK,2,Küçük,5.0,1.6238072999985889,1,5,eng
3,DÜĞME,3,,,,0,5,eng
3,DUVAR,4,,,,0,5,eng
3,KOLA,5,,,,0,5,eng
3,YATAK,6,Yatak,7.0,1.325955200009048,1,5,eng
3,KİTAP,7,Kitap,8.0,2.06044919998385,1,5,eng
3,DOLAP,8,,,,0,5,eng
3,KOKU,9,,,,0,5,eng
3,ODA,10,,,,0,5,eng
3,SALÇA,11,Salça,4.0,1.1619569000322372,1,5,eng
3,HALI,12,,,,0,5,eng
3,KALAS,13,Kalas,1.0,2.1883709999965504,1,5,eng
3,LAMBA,14,Lamba,2.0,1.1238736999221146,1,5,eng
3,PARKUR,15,Parkur,3.0,1.4574864000314849,1,5,eng
3,FIRIN,16,,,,0,5,eng
3,ÇİÇEK,17,,,,0,5,eng
4,TAHTA,1,Tahta,12.0,1.2354705000761896,1,5,eng
4,DERGİ,2,Dergi,11.0,3.0699881999753416,1,5,eng
4,MEKTUP,3,,,,0,5,eng
4,TERAS,4,,,,0,5,eng
4,MARKET,5,,,,0,5,eng
4,BAHÇE,6,Bahçe,10.0,1.3165423000464216,1,5,eng
4,ÇORAP,7,Çorap,9.0,1.459906900068745,1,5,eng
4,SİLGİ,8,,,,0,5,eng
4,HALKA,9,Halka,7.0,1.1968390999827534,1,5,eng
4,KASA,10,Kasa,6.0,2.604109900072217,1,5,eng
4,SIRA,11,,,,0,5,eng
4,ZEMİN,12,Zemin,8.0,1.3936498999828473,1,5,eng
4,HARİTA,13,Harita,3.0,1.471934099914506,1,5,eng
4,KUTU,14,Kutu,4.0,1.3087990999920294,1,5,eng
4,SULUK,15,Suluk,5.0,1.891583500080742,1,5,eng
4,KALIP,16,Kalıp,2.0,2.776065399986692,1,5,eng
4,PARA,17,,,,0,5,eng
0,MASA,1,Masa,1.0,0.0,1,4,soc
0,CAM,2,cam,2.0,0.0,1,4,soc
0,SU,3,Su,3.0,0.0,1,4,soc
0,İYİLİK,4,İyilik,4.0,0.0,1,4,soc
0,TÜTÜN,5,Tütün,5.0,0.0,1,4,soc
0,KELİME,6,,,,0,4,soc
1,KABLO,1,Kablo,1.0,0.0,1,4,soc
1,KALE,2,Kale,2.0,0.0,1,4,soc
1,PARK,3,,,,0,4,soc
1,ŞİŞE,4,,,,0,4,soc
1,ÖLÇEK,5,,,,0,4,soc
1,KAĞIT,6,,,,0,4,soc
1,KÖPEK,7,Köpek,3.0,0.0,1,4,soc
1,KALEM,8,,,,0,4,soc
1,KOLAY,9,Kolay,5.0,0.0,1,4,soc
1,ÇANTA,10,,,,0,4,soc
1,AĞAÇ,11,,,,0,4,soc
1,EKRAN,12,Ekran,7.0,0.0,1,4,soc
1,BEYİN,13,,,,0,4,soc
1,YAZI,14,,,,0,4,soc
1,BİNA,15,Bina,4.0,0.0,1,4,soc
1,BARDAK,16,,,,0,4,soc
1,RAKAM,17,,,,0,4,soc
1,SARI,18,,,,0,4,soc
2,GRUP,1,,,,0,4,soc
2,TAŞLIK,2,,,,0,4,soc
2,BÜYÜK,3,,,,0,4,soc
2,SEHPA,4,,,,0,4,soc
2,KAŞIK,5,,,,0,4,soc
2,KAPI,6,,,,0,4,soc
2,KISA,7,,,,0,4,soc
2,KOLTUK,8,,,,0,4,soc
2,ELMA,9,,,,0,4,soc
2,CÜZDAN,10,,,,0,4,soc
2,KEDİ,11,,,,0,4,soc
2,İLAÇ,12,,,,0,4,soc
2,DEFTER,13,,,,0,4,soc
2,TERLİK,14,,,,0,4,soc
2,TOPLU,15,,,,0,4,soc
2,SPOR,16,,,,0,4,soc
2,TABAK,17,,,,0,4,soc
3,KOLA,1,KOLA,2.0,0.0,1,4,soc
3,YATAK,2,,,,0,4,soc
3,SALÇA,3,,,,0,4,soc
3,KALAS,4,,,,0,4,soc
3,ÇİÇEK,5,,,,0,4,soc
3,DÜĞME,6,,,,0,4,soc
3,ODA,7,,,,0,4,soc
3,PARKUR,8,,,,0,4,soc
3,TOPRAK,9,,,,0,4,soc
3,DUVAR,10,,,,0,4,soc
3,HALI,11,,,,0,4,soc
3,KÜÇÜK,12,,,,0,4,soc
3,DOLAP,13,,,,0,4,soc
3,LAMBA,14,,,,0,4,soc
3,KOKU,15,,,,0,4,soc
3,FIRIN,16,,,,0,4,soc
3,KİTAP,17,KİTAP,1.0,0.0,1,4,soc
4,ÇORAP,1,ÇORAP,3.0,0.0,1,4,soc
4,KALIP,2,KALIP,4.0,0.0,1,4,soc
4,SIRA,3,SIRA,2.0,0.0,1,4,soc
4,HARİTA,4,HARİTA,5.0,0.0,1,4,soc
4,MARKET,5,,,,0,4,soc
4,BAHÇE,6,,,,0,4,soc
4,HALKA,7,,,,0,4,soc
4,KUTU,8,,,,0,4,soc
4,TERAS,9,,,,0,4,soc
4,SİLGİ,10,,,,0,4,soc
4,MEKTUP,11,,,,0,4,soc
4,SULUK,12,,,,0,4,soc
4,PARA,13,,,,0,4,soc
4,KASA,14,KASA,1.0,0.0,1,4,soc
4,ZEMİN,15,,,,0,4,soc
4,DERGİ,16,,,,0,4,soc
4,TAHTA,17,,,,0,4,soc
0,MASA,1,MASA,1.0,1.218642899999395,1,4,eng
0,CAM,2,CAM,2.0,0.38963639999929,1,4,eng
0,SU,3,SU,3.0,1.3061361000000034,1,4,eng
0,İYİLİK,4,İYİLİK,4.0,1.0602539999999865,1,4,eng
0,TÜTÜN,5,TÜTÜN,5.0,0.7522274000002653,1,4,eng
0,KELİME,6,KELİME,6.0,1.6106918000004953,1,4,eng
1,KAĞIT,1,KAĞIT,1.0,1.7824307000009867,1,4,eng
1,ÇANTA,2,ÇANTA,2.0,1.2963176000012029,1,4,eng
1,KOLAY,3,KOLAY,3.0,0.7789650000013353,1,4,eng
1,AĞAÇ,4,AĞAÇ,4.0,1.3826398999990488,1,4,eng
1,YAZI,5,,,,0,4,eng
1,KÖPEK,6,KÖPEK,7.0,6.799678199997288,1,4,eng
1,KABLO,7,KABLO,5.0,1.3497975999998744,1,4,eng
1,EKRAN,8,EKRAN,6.0,1.0999616000008243,1,4,eng
1,ÖLÇEK,9,,,,0,4,eng
1,BİNA,10,,,,0,4,eng
1,RAKAM,11,,,,0,4,eng
1,KALEM,12,KALEM,5.0,3.865947800000868,2,4,eng
1,ŞİŞE,13,,,,0,4,eng
1,SARI,14,,,,0,4,eng
1,BEYİN,15,,,,0,4,eng
1,KALE,16,,,,0,4,eng
1,PARK,17,,,,0,4,eng
1,BARDAK,18,,,,0,4,eng
2,GRUP,1,GRUP,2.0,0.7893843000019842,1,4,eng
2,KOLTUK,2,KOLTUK,1.0,3.337520500001119,1,4,eng
2,TOPLU,3,TOPLU,3.0,0.8642408999985491,1,4,eng
2,DEFTER,4,,,,0,4,eng
2,TABAK,5,,,,0,4,eng
2,KAPI,6,,,,0,4,eng
2,TERLİK,7,TERLİK,4.0,1.9483221000009507,1,4,eng
2,SEHPA,8,,,,0,4,eng
2,KAŞIK,9,KAŞIK,5.0,0.9041552999988198,1,4,eng
2,KEDİ,10,,,,0,4,eng
2,BÜYÜK,11,,,,0,4,eng
2,SPOR,12,,,,0,4,eng
2,ELMA,13,,,,0,4,eng
2,İLAÇ,14,,,,0,4,eng
2,CÜZDAN,15,,,,0,4,eng
2,TAŞLIK,16,TAŞLIK,6.0,6.54265149999992,1,4,eng
2,KISA,17,,,,0,4,eng
3,ÇİÇEK,1,,,,0,4,eng
3,KİTAP,2,,,,0,4,eng
3,SALÇA,3,SALÇA,6.0,0.7674475999992865,2,4,eng
3,YATAK,4,,,,0,4,eng
3,TOPRAK,5,,,,0,4,eng
3,KOLA,6,,,,0,4,eng
3,LAMBA,7,,,,0,4,eng
3,FIRIN,8,,,,0,4,eng
3,KALAS,9,,,,0,4,eng
3,DOLAP,10,,,,0,4,eng
3,KÜÇÜK,11,KÜÇÜK,4.0,2.251708600000711,1,4,eng
3,DÜĞME,12,,,,0,4,eng
3,KOKU,13,,,,0,4,eng
3,DUVAR,14,,,,0,4,eng
3,HALI,15,HALI,3.0,0.7999755999990157,1,4,eng
3,PARKUR,16,PARKUR,2.0,1.0060220000013942,1,4,eng
3,ODA,17,ODA,1.0,2.101674500001536,1,4,eng
4,KASA,1,,,,0,4,eng
4,MEKTUP,2,MEKTUP,1.0,1.2683415999999852,1,4,eng
4,DERGİ,3,DERGİ,4.0,1.5544995999989624,1,4,eng
4,MARKET,4,,,,0,4,eng
4,SULUK,5,,,,0,4,eng
4,BAHÇE,6,,,,0,4,eng
4,SIRA,7,,,,0,4,eng
4,KALIP,8,,,,0,4,eng
4,TERAS,9,TERAS,2.0,1.7737481000003754,1,4,eng
4,ÇORAP,10,,,,0,4,eng
4,HARİTA,11,,,,0,4,eng
4,PARA,12,,,,0,4,eng
4,SİLGİ,13,,,,0,4,eng
4,KUTU,14,KUTU,3.0,1.0918428000004496,1,4,eng
4,TAHTA,15,,,,0,4,eng
4,ZEMİN,16,,,,0,4,eng
4,HALKA,17,,,,0,4,eng
0,MASA,1,masa,1.0,3.0448852999998053,1,3,soc
0,CAM,2,cam,2.0,1.4093148000010842,1,3,soc
0,SU,3,su,3.0,1.3718079999998736,1,3,soc
0,İYİLİK,4,iyilik,4.0,2.9631690999995044,1,3,soc
0,TÜTÜN,5,tütün,5.0,2.2651967000001605,1,3,soc
0,KELİME,6,,,,0,3,soc
1,KÖPEK,1,köpek,1.0,5.174968799999988,1,3,soc
1,PARK,2,park,3.0,1.4074075000007724,1,3,soc
1,BARDAK,3,bardak,2.0,6.0264952999987145,1,3,soc
1,RAKAM,4,,,,0,3,soc
1,ÇANTA,5,,,,0,3,soc
1,YAZI,6,,,,0,3,soc
1,KOLAY,7,kolay,4.0,1.7999214000010395,1,3,soc
1,SARI,8,,,,0,3,soc
1,KALEM,9,kalem,8.0,0.9789526000004116,2,3,soc
1,EKRAN,10,,,,0,3,soc
1,KALE,11,,,,0,3,soc
1,AĞAÇ,12,,,,0,3,soc
1,ÖLÇEK,13,,,,0,3,soc
1,KAĞIT,14,,,,0,3,soc
1,BİNA,15,,,,0,3,soc
1,KABLO,16,,,,0,3,soc
1,BEYİN,17,,,,0,3,soc
1,ŞİŞE,18,,,,0,3,soc
2,DEFTER,1,defter,1.0,4.728907900000195,1,3,soc
2,SPOR,2,spor,2.0,1.6315623999998934,1,3,soc
2,KISA,3,kısa,3.0,1.9193576999987272,1,3,soc
2,TOPLU,4,,,,0,3,soc
2,KAPI,5,,,,0,3,soc
2,BÜYÜK,6,,,,0,3,soc
2,GRUP,7,,,,0,3,soc
2,İLAÇ,8,,,,0,3,soc
2,KEDİ,9,,,,0,3,soc
2,ELMA,10,,,,0,3,soc
2,TERLİK,11,terlik,55.0,2.497824199999741,2,3,soc
2,CÜZDAN,12,cüzdan,12.0,9.470957999999882,2,3,soc
2,TABAK,13,,,,0,3,soc
2,SEHPA,14,sehpa,10.0,2.435562699998627,1,3,soc
2,TAŞLIK,15,taşlık,5.0,3.890533800000412,1,3,soc
2,KOLTUK,16,,,,0,3,soc
2,KAŞIK,17,,,,0,3,soc
3,DÜĞME,1,düğme,1.0,2.512306599999647,1,3,soc
3,DUVAR,2,duvar,2.0,1.4320632999988447,1,3,soc
3,ÇİÇEK,3,çiçek,4.0,2.041027500001292,1,3,soc
3,ODA,4,oda,3.0,1.4457286999986536,1,3,soc
3,DOLAP,5,,,,0,3,soc
3,KALAS,6,,,,0,3,soc
3,FIRIN,7,,,,0,3,soc
3,KİTAP,8,kitap,18.0,4.438164299999698,2,3,soc
3,KOKU,9,,,,0,3,soc
3,KOLA,10,kola,11.0,1.3146909999995842,1,3,soc
3,KÜÇÜK,11,,,,0,3,soc
3,SALÇA,12,,,,0,3,soc
3,HALI,13,halı,10.0,4.033671699999104,1,3,soc
3,TOPRAK,14,,,,0,3,soc
3,LAMBA,15,lamba,12.0,1.6699559000007866,2,3,soc
3,YATAK,16,yatak,6.0,1.776467800000319,1,3,soc
3,PARKUR,17,,,,0,3,soc
4,TERAS,1,teras,1.0,4.633391599998504,1,3,soc
4,HARİTA,2,harita,2.0,1.4792132000002312,1,3,soc
4,SULUK,3,,,,0,3,soc
4,SIRA,4,,,,0,3,soc
4,MEKTUP,5,,,,0,3,soc
4,BAHÇE,6,,,,0,3,soc
4,ÇORAP,7,,,,0,3,soc
4,ZEMİN,8,,,,0,3,soc
4,TAHTA,9,,,,0,3,soc
4,KASA,10,,,,0,3,soc
4,HALKA,11,,,,0,3,soc
4,PARA,12,para,13.0,6.424798899999587,2,3,soc
4,MARKET,13,,,,0,3,soc
4,DERGİ,14,,,,0,3,soc
4,KUTU,15,,,,0,3,soc
4,SİLGİ,16,,,,0,3,soc
4,KALIP,17,kalıp,63.0,3.2271501000013814,1,3,soc
0,MASA,1,MASA,1.0,0.9197807000018656,1,3,eng
0,CAM,2,CAM,2.0,0.8425405000016326,1,3,eng
0,SU,3,SU,3.0,0.5116018999979133,1,3,eng
0,İYİLİK,4,İYİLİK,4.0,1.2023085999971954,1,3,eng
0,TÜTÜN,5,TÜTÜN,5.0,1.4331857000070158,1,3,eng
0,KELİME,6,KELİME,6.0,0.9750801999907708,1,3,eng
1,AĞAÇ,1,AĞAÇ,6.0,3.508689200010849,1,3,eng
1,ÇANTA,2,,,,0,3,eng
1,YAZI,3,,,,0,3,eng
1,KALE,4,,,,0,3,eng
1,EKRAN,5,,,,0,3,eng
1,KAĞIT,6,,,,0,3,eng
1,KÖPEK,7,,,,0,3,eng
1,BİNA,8,,,,0,3,eng
1,RAKAM,9,,,,0,3,eng
1,PARK,10,,,,0,3,eng
1,SARI,11,SARI,8.0,4.386616200004937,2,3,eng
1,KALEM,12,,,,0,3,eng
1,ŞİŞE,13,,,,0,3,eng
1,ÖLÇEK,14,ÖLÇEK,2.0,1.0007985999982338,1,3,eng
1,KABLO,15,KABLO,3.0,0.9515738999907626,1,3,eng
1,BARDAK,16,BARDAK,4.0,1.184681399987312,1,3,eng
1,KOLAY,17,KOLAY,5.0,1.0395190000126604,1,3,eng
1,BEYİN,18,BEYİN,1.0,1.819444100008696,1,3,eng
2,KISA,1,,,,0,3,eng
2,TAŞLIK,2,,,,0,3,eng
2,KEDİ,3,,,,0,3,eng
2,SPOR,4,,,,0,3,eng
2,KAŞIK,5,,,,0,3,eng
2,GRUP,6,,,,0,3,eng
2,İLAÇ,7,,,,0,3,eng
2,SEHPA,8,,,,0,3,eng
2,BÜYÜK,9,,,,0,3,eng
2,ELMA,10,,,,0,3,eng
2,CÜZDAN,11,CÜZDAN,5.0,4.368115699995542,1,3,eng
2,TABAK,12,,,,0,3,eng
2,DEFTER,13,DEFTER,2.0,1.3233860000036657,1,3,eng
2,TOPLU,14,TOPLU,3.0,1.4694616999913706,1,3,eng
2,KOLTUK,15,KOLTUK,4.0,1.2095772000029683,1,3,eng
2,TERLİK,16,,,,0,3,eng
2,KAPI,17,KAPI,1.0,1.338520499994047,1,3,eng
3,YATAK,1,,,,0,3,eng
3,DÜĞME,2,,,,0,3,eng
3,ÇİÇEK,3,ÇİÇEK,5.0,2.3569016000110423,1,3,eng
3,DOLAP,4,DOLAP,6.0,1.14199770000414,1,3,eng
3,HALI,5,HALI,7.0,1.7117624999955297,1,3,eng
3,SALÇA,6,,,,0,3,eng
3,KALAS,7,,,,0,3,eng
3,TOPRAK,8,,,,0,3,eng
3,PARKUR,9,,,,0,3,eng
3,KİTAP,10,,,,0,3,eng
3,DUVAR,11,,,,0,3,eng
3,KOKU,12,,,,0,3,eng
3,KOLA,13,,,,0,3,eng
3,ODA,14,ODA,2.0,0.484603299992159,1,3,eng
3,KÜÇÜK,15,KÜÇÜK,1.0,1.989012599995476,1,3,eng
3,FIRIN,16,FIRIN,3.0,0.7908303000003798,1,3,eng
3,LAMBA,17,LAMBA,4.0,1.206161299996893,1,3,eng
4,SIRA,1,,,,0,3,eng
4,PARA,2,,,,0,3,eng
4,ÇORAP,3,,,,0,3,eng
4,TERAS,4,,,,0,3,eng
4,TAHTA,5,TAHTA,6.0,3.1924922000034712,2,3,eng
4,DERGİ,6,DERGİ,5.0,2.4019663000071887,1,3,eng
4,MARKET,7,,,,0,3,eng
4,KASA,8,,,,0,3,eng
4,SİLGİ,9,,,,0,3,eng
4,BAHÇE,10,,,,0,3,eng
4,MEKTUP,11,,,,0,3,eng
4,HARİTA,12,,,,0,3,eng
4,ZEMİN,13,,,,0,3,eng
4,KUTU,14,KUTU,3.0,0.6752913999953307,1,3,eng
4,SULUK,15,SULUK,4.0,0.9112876999861328,1,3,eng
4,KALIP,16,KALIP,2.0,0.8807327000104124,1,3,eng
4,HALKA,17,HALKA,1.0,1.2008465000108115,1,3,eng
0,MASA,1,masa,1.0,2.332915100036189,1,25,eng
0,CAM,2,cam,2.0,1.4696949000936002,1,25,eng
0,SU,3,su,3.0,1.4712243999820205,1,25,eng
0,İYİLİK,4,iyilik,4.0,3.3008236000314355,1,25,eng
0,TÜTÜN,5,tütün,5.0,2.3471673000603914,1,25,eng
0,KELİME,6,kelime,2.0,4.100018400000408,2,25,eng
1,YAZI,1,yazı,1.0,4.700885300058872,1,25,eng
1,KALE,2,,,,0,25,eng
1,EKRAN,3,ekran,3.0,1.8849313999526205,1,25,eng
1,KALEM,4,,,,0,25,eng
1,KÖPEK,5,köpek,4.0,4.287133599864319,1,25,eng
1,BEYİN,6,,,,0,25,eng
1,ÖLÇEK,7,,,,0,25,eng
1,BİNA,8,,,,0,25,eng
1,ÇANTA,9,,,,0,25,eng
1,MASA,10,masa,1.0,2.332915100036189,2,25,eng
1,PARK,11,,,,0,25,eng
1,AĞAÇ,12,,,,0,25,eng
1,KOLAY,13,,,,0,25,eng
1,ŞİŞE,14,şişe,2.0,3.6348216999322176,2,25,eng
1,SARI,15,,,,0,25,eng
1,KAĞIT,16,,,,0,25,eng
1,RAKAM,17,,,,0,25,eng
1,BARDAK,18,,,,0,25,eng
2,KISA,1,,,,0,25,eng
2,ELMA,2,,,,0,25,eng
2,BÜYÜK,3,büyük,8.0,7.932056099874899,2,25,eng
2,GRUP,4,,,,0,25,eng
2,SEHPA,5,,,,0,25,eng
2,DEFTER,6,,,,0,25,eng
2,KAŞIK,7,,,,0,25,eng
2,KOLTUK,8,,,,0,25,eng
2,TOPLU,9,,,,0,25,eng
2,KEDİ,10,,,,0,25,eng
2,TABAK,11,,,,0,25,eng
2,TERLİK,12,terlik,1.0,3.530639900127426,1,25,eng
2,ŞİŞE,13,şişe,2.0,3.6348216999322176,1,25,eng
2,İLAÇ,14,,,,0,25,eng
2,CÜZDAN,15,cüzdan,6.0,1.996891399845481,1,25,eng
2,SPOR,16,,,,0,25,eng
2,KAPI,17,,,,0,25,eng
3,DUVAR,1,duvar,1.0,3.821641100104898,1,25,eng
3,ODA,2,oda,7.0,4.946682299952954,1,25,eng
3,PARKUR,3,,,,0,25,eng
