,LISTID,PRESENTED_WORD,PRESENT_POSITION,HIT,PARTICIPANT_GROUP,MOST_SIM_VAL,MOST_SIM_DIST,AVG_SIM_PREV_1,AVG_CONTRAST_1,AVG_SIM_PREV_5,AVG_CONTRAST_5,PREV_SIM,STM_SEMANTIC_D,STM_MAX_SIM,STM_MAX_SIM_DIST,STM_MAX_SIM_POS,UNIQUENESS,PRESENT_ZONE,SAME_CLUSTER_IN_Z1,SAME_CLUSTER_IN_Z2,SAME_CLUSTER_IN_Z3,SAME_CLUSTER_IN_Z1_COUNT,SAME_CLUSTER_IN_Z2_COUNT,SAME_CLUSTER_IN_Z3_COUNT,CATEGORY_IN_STM_4,CATEGORY_IN_STM_1,CLUSTER,P_ID
25,2,TERLİK,2,0,soc,0.696091259952675,1.0,0.696091259952675,0.5066572368400472,0.696091259952675,0.3780502925647691,0.696091259952675,0.0,0.696091259952675,1,0,0.5377285156773015,1,1,1,0,1,1,0,0,0,5,soc9
26,2,ŞİŞE,3,0,soc,0.6471321095142732,2.0,0.48286947750654785,0.5022346788109531,0.5650007935104105,0.47842616734237564,0.48286947750654785,0.696091259952675,0.6471321095142732,2,0,0.5092941796212833,1,1,1,1,1,1,1,0,0,0,soc9
27,2,KEDİ,4,1,soc,0.6789120984624636,2.0,0.6761578317891384,0.47557223013546823,0.6045839417528619,0.43932007032776055,0.6761578317891384,1.826092846973496,0.6789120984624636,2,1,0.45734677307166494,1,1,0,0,1,0,0,0,0,6,soc9
28,2,CÜZDAN,5,0,soc,0.8193907759305923,3.0,0.6472935879145645,0.4755638709346086,0.6400619327425764,0.39551913522936843,0.6472935879145645,3.639844672232081,0.8193907759305923,3,1,0.42408492174588663,2,1,1,0,1,1,0,1,0,5,soc9
29,2,KAPI,6,0,soc,0.6490652151450355,1.0,0.6490652151450355,0.5455830818457108,0.5058144121421637,0.4506968257424132,0.6490652151450355,3.893940610610393,0.6490652151450355,1,4,0.4804190393147929,2,1,1,1,1,1,1,1,0,0,soc9
30,2,GRUP,7,0,soc,0.502224383114703,5.0,0.3518004809128885,0.6048819126614996,0.22546748670826408,0.5252748180501928,0.3518004809128885,3.5140311299088918,0.3518004809128885,1,5,0.6456998070734921,2,0,1,1,0,1,1,0,0,1,soc9
31,2,BÜYÜK,8,0,soc,0.3362760149904467,7.0,0.19943086376091435,0.6397861450996234,0.2225576944714295,0.5045086605787796,0.19943086376091435,2.463467785977659,0.2985866110533916,3,4,0.5781044308886352,2,0,1,1,0,1,2,0,0,7,soc9
32,2,DEFTER,9,1,soc,0.627572112708787,4.0,0.2104612106089422,0.6757778678198614,0.32373690250923126,0.49785816876669164,0.2104612106089422,1.921361142351341,0.627572112708787,4,4,0.5516566351621619,2,0,1,0,0,1,0,0,0,8,soc9
33,2,SPOR,10,0,soc,0.5270647491536371,8.0,0.09651783689816874,0.6740842747237661,0.2200731571199755,0.5773437344060823,0.09651783689816874,1.5263593681046332,0.5263829283054188,3,6,0.5785199399320861,3,0,1,1,0,1,1,1,0,1,soc9
34,2,TOPLU,11,0,soc,0.3821091830560145,4.0,0.18524182394017147,0.6855882431976712,0.2642036233675971,0.5013006753131628,0.18524182394017147,1.5072323514999624,0.3821091830560145,4,6,0.5484038822072759,3,0,1,1,0,1,2,1,0,7,soc9
35,2,ELMA,12,0,soc,0.6297280067709563,8.0,0.045818250181442775,0.6222146170225381,0.13095713526416494,0.5517533485166238,0.045818250181442775,1.2451121001026304,0.3613344312106457,4,7,0.6381317284844061,3,1,0,1,1,0,2,0,0,2,soc9
36,2,KAŞIK,13,0,soc,0.9312959692780304,12.0,0.710909757728838,0.41324580913308895,0.35930062997098117,0.4197945047427304,0.710909757728838,0.8212505793367143,0.710909757728838,1,11,0.45958056987719687,3,1,0,1,1,0,2,1,1,2,soc9
37,2,SEHPA,14,1,soc,0.8855161527891529,1.0,0.8855161527891529,0.5793314970995846,0.4070544165135413,0.4371902125778413,0.8855161527891529,1.3937165674418337,0.8855161527891529,1,12,0.5050521393771303,3,1,1,1,1,1,1,0,0,0,soc9
38,2,KISA,15,1,soc,0.5207710106964843,7.0,0.08383875483831103,0.6324538240648154,0.17177844465901743,0.5916676903377087,0.08383875483831103,2.436360188938057,0.4690134993133757,4,10,0.5954969518657761,3,0,1,1,0,1,2,1,0,7,soc9
39,2,İLAÇ,16,1,soc,0.5590760257125165,14.0,0.3362406535068727,0.6298110721593113,0.30248128585216205,0.5242569441259124,0.3362406535068727,2.1753098539846505,0.4344606358040247,3,12,0.5186111356353309,3,0,0,1,0,0,1,0,0,4,soc9
40,2,KOLTUK,17,0,soc,0.7434975641506587,3.0,0.029203119997723542,0.8173126855229538,0.2191363588910717,0.6853375869101503,0.029203119997723542,2.1006158016077654,0.7434975641506587,3,13,0.7107336748441264,3,0,0,1,0,0,1,0,0,3,soc9
41,3,PARKUR,1,0,soc,,,,0.7523875643766171,,0.5435775347173413,,0.0,1.0,0,0,1.0,1,1,1,1,1,2,1,0,0,3,soc9
